PDS4 LID	PDS <Target_Identification> name	Other/provisional names	PDS <type> attribute	COMA objecttype
coma.c-2011_q1	C/2011 Q1 (PanSTARRS)		Comet	
coma.c-2011_q2	C/2011 Q2 (McNaught)		Comet	
coma.c-2011_q4	C/2011 Q4 (SWAN)		Comet	
coma.c-2011_r1	C/2011 R1 (McNaught)		Comet	
coma.c-2011_s2	C/2011 S2 (Kowalski)		Comet	
coma.c-2011_u3	C/2011 U3 (PanSTARRS)		Comet	
coma.c-2011_uf305	C/2011 UF305 (LINEAR)		Comet	
coma.c-2011_w3	C/2011 W3 (Lovejoy)		Comet	
coma.c-2011_y3	C/2011 Y3 (Boattini 9)		Comet	
coma.c-2012_a1	C/2012 A1 (PanSTARRS)		Comet	
coma.c-2012_a2	C/2012 A2 (LINEAR)		Comet	
coma.c-2012_b3	C/2012 B3 (La Sagra)		Comet	
coma.c-2012_bj98	C/2012 BJ98 (Lemmon)		Comet	
coma.c-2012_c1	C/2012 C1 (McNaught)		Comet	
coma.c-2012_c2	C/2012 C2 (Bruenjes)		Comet	
coma.c-2012_c3	C/2012 C3 (PanSTARRS 7)	P/2012 C3	Comet	
coma.c-2012_ch17	C/2012 CH17 (MOSS)		Comet	
coma.c-2012_e1	C/2012 E1 (Hill)		Comet	
coma.c-2012_e2	C/2012 E2 (SWAN)		Comet	
coma.c-2012_e3	C/2012 E3 (PanSTARRS)		Comet	
coma.c-2012_f1	C/2012 F1 (Gibbs)		Comet	
coma.c-2012_f3	C/2012 F3 (PanSTARRS)		Comet	
coma.c-2012_f6	C/2012 F6 (Lemmon)		Comet	
coma.c-2012_h2	C/2012 H2 (McNaught 23)		Comet	
coma.c-2012_j1	C/2012 J1 (Catalina)		Comet	
coma.c-2012_k1	C/2012 K1 (PanSTARRS)		Comet	
coma.c-2012_k5	C/2012 K5 (LINEAR)		Comet	
coma.c-2012_k6	C/2012 K6 (McNaught)		Comet	
coma.c-2012_k8	C/2012 K8 (Lemmon)		Comet	
coma.c-2012_l1	C/2012 L1 (LINEAR)		Comet	
coma.c-2012_l2	C/2012 L2 (LINEAR)		Comet	
coma.c-2012_l3	C/2012 L3 (LINEAR)		Comet	
coma.c-2012_lp26	C/2012 LP26 (Palomar)		Comet	
coma.c-2012_op	C/2012 OP (Siding Spring)		Comet	
coma.c-2012_q1	C/2012 Q1 (Kowalski 6)		Comet	
coma.c-2012_s1	C/2012 S1 (ISON)		Comet	
coma.c-2012_s3	C/2012 S3 (PanSTARRS)		Comet	
coma.c-2012_s4	C/2012 S4 (PanSTARRS)		Comet	
coma.c-2012_t4	C/2012 T4 (McNaught)		Comet	
coma.c-2012_t5	C/2012 T5 (Bressi)		Comet	
coma.c-2012_t6	C/2012 T6 (Kowalski 7)		Comet	
coma.c-2012_u1	C/2012 U1 (PanSTARRS)		Comet	
coma.c-2012_v1	C/2012 V1 (PanSTARRS)		Comet	
coma.c-2012_v2	C/2012 V2 (LINEAR)		Comet	
coma.c-2012_x1	C/2012 X1 (LINEAR)		Comet	
coma.c-2012_x2	C/2012 X2 (PanSTARRS 15)		Comet	
coma.c-2012_y1	C/2012 Y1 (LINEAR)		Comet	
coma.c-2012_y3	C/2012 Y3 (McNaught 27)		Comet	
coma.c-2013_a1	C/2013 A1 (Siding Spring)		Comet	
coma.c-2013_b2	C/2013 B2 (Catalina)		Comet	
coma.c-2013_c2	C/2013 C2 (Tenagra 2)		Comet	
coma.c-2013_d1	C/2013 D1 (Holvorcem 1)		Comet	
coma.c-2013_e1	C/2013 E1 (McNaught)		Comet	
coma.c-2013_e2	C/2013 E2 (Iwamoto)		Comet	
coma.c-2013_f1	C/2013 F1 (Boattini)		Comet	
coma.c-2013_f2	C/2013 F2 (Catalina)		Comet	
coma.c-2013_f3	C/2013 F3 (McNaught)		Comet	
coma.c-2013_g2	C/2013 G2 (McNaught)		Comet	
coma.c-2013_g3	C/2013 G3 (PanSTARRS)		Comet	
coma.c-2013_g5	C/2013 G5 (Catalina)		Comet	
coma.c-2013_g6	C/2013 G6 (Lemmon)		Comet	
coma.c-2013_g7	C/2013 G7 (McNaught)		Comet	
coma.c-2013_g8	C/2013 G8 (PanSTARRS)		Comet	
coma.c-2013_g9	C/2013 G9 (Tenagra)		Comet	
coma.c-2013_h1	C/2013 H1 (La Sagra)		Comet	
coma.c-2013_h2	C/2013 H2 (Boattini)		Comet	
coma.c-2013_j3	C/2013 J3 (McNaught)		Comet	
coma.c-2013_j5	C/2013 J5 (Boattini)		Comet	
coma.c-2013_j6	C/2013 J6 (Catalina)		Comet	
coma.c-2013_k1	C/2013 K1 (Christensen)		Comet	
coma.c-2013_l2	C/2013 L2 (Catalina)		Comet	
coma.c-2013_n4	C/2013 N4 (Borisov)		Comet	
coma.c-2013_o3	C/2013 O3 (McNaught)		Comet	
coma.c-2013_p2	C/2013 P2 (PanSTARRS)		Comet	
coma.c-2013_p3	C/2013 P3 (Palomar)		Comet	
coma.c-2013_p4	C/2013 P4 (PanSTARRS 24)		Comet	
coma.c-2013_pe67	C/2013 PE67 (Catalina-Spacewatch)		Comet	
coma.c-2013_r1	C/2013 R1 (Lovejoy)		Comet	
coma.c-2013_s1	C/2013 S1 (Catalina)		Comet	
coma.c-2013_tw5	C/2013 TW5 (Spacewatch)		Comet	
coma.c-2013_u1	C/2013 U1 (Catalina 13)		Comet	
coma.c-2013_u2	C/2013 U2 (Holvorcem)		Comet	
coma.c-2013_uq4	C/2013 UQ4 (Catalina)		Comet	
coma.c-2013_us10	C/2013 US10 (Catalina)		Comet	
coma.c-2013_v1	C/2013 V1 (Boattini)		Comet	
coma.c-2013_v2	C/2013 V2 (Borisov)		Comet	
coma.c-2013_v3	C/2013 V3 (Nevski 1)		Comet	
coma.c-2013_v4	C/2013 V4 (Catalina)		Comet	
coma.c-2013_v5	C/2013 V5 (Oukaimeden)		Comet	
coma.c-2013_w2	C/2013 W2 (PanSTARRS 27)		Comet	
coma.c-2013_x1	C/2013 X1 (PanSTARRS)		Comet	
coma.c-2013_y2	C/2013 Y2 (PanSTARRS)		Comet	
coma.c-2014_a4	C/2014 A4 (SONEAR)		Comet	
coma.c-2014_a5	C/2014 A5 (PanSTARRS)		Comet	
coma.c-2014_aa52	C/2014 AA52 (Catalina)		Comet	
coma.c-2014_b1	C/2014 B1 (Schwartz)		Comet	
coma.c-2014_c2	C/2014 C2 (STEREO)		Comet	
coma.c-2014_c3	C/2014 C3 (NEOWISE)		Comet	
coma.c-2014_e2	C/2014 E2 (Jacques)		Comet	
coma.c-2014_f1	C/2014 F1 (Hill)		Comet	
coma.c-2014_f2	C/2014 F2 (Tenagra)		Comet	
coma.c-2014_f3	C/2014 F3 (Sheppard-Trujillo 1)		Comet	
coma.c-2014_g1	C/2014 G1 (PanSTARRS)		Comet	
coma.c-2014_g3	C/2014 G3 (PanSTARRS)		Comet	
coma.c-2014_h1	C/2014 H1 (Christensen)		Comet	
coma.c-2014_l5	C/2014 L5 (Lemmon)		Comet	
coma.c-2014_m1	C/2014 M1 (PanSTARRS)		Comet	
coma.c-2014_m2	C/2014 M2 (Christensen)		Comet	
coma.c-2014_m3	C/2014 M3 (Catalina)		Comet	
coma.c-2014_n2	C/2014 N2 (PanSTARRS)		Comet	
coma.c-2014_n3	C/2014 N3 (NEOWISE)		Comet	
coma.c-2014_oe4	C/2014 OE4 (PanSTARRS)		Comet	
coma.c-2014_q1	C/2014 Q1 (PanSTARRS)		Comet	
coma.c-2014_q2	C/2014 Q2 (Lovejoy)		Comet	
coma.c-2014_q3	C/2014 Q3 (Borisov 1)		Comet	
coma.c-2014_qu2	C/2014 QU2 (PanSTARRS)		Comet	
coma.c-2014_q6	C/2014 Q6 (PanSTARRS)		Comet	
coma.c-2014_r1	C/2014 R1 (Borisov)		Comet	
coma.c-2014_r3	C/2014 R3 (PanSTARRS)		Comet	
coma.c-2014_r4	C/2014 R4 (Gibbs)		Comet	
coma.c-2014_s1	C/2014 S1 (PanSTARRS)		Comet	
coma.c-2014_s2	C/2014 S2 (PanSTARRS)		Comet	
coma.c-2014_s3	C/2014 S3 (PanSTARRS)		Comet	
coma.c-2014_tg64	C/2014 TG64 (Catalina 15)		Comet	
coma.c-2014_u3	C/2014 U3 (Kowalski)		Comet	
coma.c-2014_w2	C/2014 W2 (PanSTARRS)		Comet	
coma.c-2014_w3	C/2014 W3 (PanSTARRS)		Comet	
coma.c-2014_w6	C/2014 W6 (Catalina)		Comet	
coma.c-2014_w7	C/2014 W7 (Christensen 16)		Comet	
coma.c-2014_w8	C/2014 W8 (PanSTARRS)		Comet	
coma.c-2014_w9	C/2014 W9 (PanSTARRS 36)		Comet	
coma.c-2014_w11	C/2014 W11 (PanSTARRS 34)		Comet	
coma.c-2014_xb8	C/2014 XB8 (PanSTARRS)		Comet	
coma.c-2014_y1	C/2014 Y1 (PanSTARRS)		Comet	
coma.c-2015_a1	C/2015 A1 (PanSTARRS 38)		Comet	
coma.c-2015_a2	C/2015 A2 (PanSTARRS)		Comet	
coma.c-2015_b2	C/2015 B2 (PanSTARRS)		Comet	
coma.c-2015_c2	C/2015 C2 (SWAN)		Comet	
coma.c-2015_d2	C/2015 D2 (PanSTARRS 40)		Comet	
coma.c-2015_d3	C/2015 D3 (PanSTARRS)		Comet	
coma.c-2015_d4	C/2015 D4 (Borisov)		Comet	
coma.c-2015_er61	C/2015 ER61 (PanSTARRS)		Comet	
coma.c-2015_f2	C/2015 F2 (Polonia)		Comet	
coma.c-2015_f3	C/2015 F3 (SWAN)		Comet	
coma.c-2015_f4	C/2015 F4 (Jacques)		Comet	
coma.c-2015_gx	C/2015 GX (PanSTARRS 42)		Comet	
coma.c-2015_lc2	C/2015 LC2 (PanSTARRS)		Comet	
coma.c-2015_v1	C/2015 V1 (PanSTARRS)		Comet	
coma.c-2015_wz	C/2015 WZ (PanSTARRS)		Comet	
coma.c-2016_q2	C/2016 Q2 (PanSTARRS)		Comet	
coma.c-2016_t3	C/2016 T3 (PanSTARRS)		Comet	
coma.c-2017_k2	C/2017 K2 (PanSTARRS 66)		Comet	
coma.c-2019_c1	C/2019 C1 (ATLAS)		Comet	
coma.c-2019_k7	C/2019 K7 (Smith)		Comet	
coma.c-2019_k8	C/2019 K8 (ATLAS)		Comet	
coma.c-2019_o3	C/2019 O3 (Palomar)		Comet	
coma.c-2019_s4	C/2019 S4 (Lemmon)		Comet	
coma.c-2019_u5	C/2019 U5 (PanSTARRS)		Comet	
coma.c-2020_h7	C/2020 H7 (Lemmon)		Comet	
coma.c-2021_c6	C/2021 C6 (Lemmon)		Comet	
coma.d-1977_c1	D/1977 C1 (Skiff-Kosai)	1976 XVI, P/1977 C1	Comet	
coma.d-1993_f2	D/1993 F2 (Shoemaker-Levy 9)		Comet	
coma.d-1993_f2--a	D/1993 F2-A (Shoemaker-Levy 9)		Comet	
coma.d-1993_f2--b	D/1993 F2-B (Shoemaker-Levy 9)		Comet	
coma.d-1993_f2--c	D/1993 F2-C (Shoemaker-Levy 9)		Comet	
coma.d-1993_f2--d	D/1993 F2-D (Shoemaker-Levy 9)		Comet	
coma.d-1993_f2--e	D/1993 F2-E (Shoemaker-Levy 9)		Comet	
coma.d-1993_f2--f	D/1993 F2-F (Shoemaker-Levy 9)		Comet	
coma.d-1993_f2--g	D/1993 F2-G (Shoemaker-Levy 9)		Comet	
coma.d-1993_f2--h	D/1993 F2-H (Shoemaker-Levy 9)		Comet	
coma.d-1993_f2--k	D/1993 F2-K (Shoemaker-Levy 9)		Comet	
coma.d-1993_f2--l	D/1993 F2-L (Shoemaker-Levy 9)		Comet	
coma.d-1993_f2--n	D/1993 F2-N (Shoemaker-Levy 9)		Comet	
coma.d-1993_f2--p1	D/1993 F2-P1 (Shoemaker-Levy 9)		Comet	
coma.d-1993_f2--q1	D/1993 F2-Q1 (Shoemaker-Levy 9)		Comet	
coma.d-1993_f2--r	D/1993 F2-R (Shoemaker-Levy 9)		Comet	
coma.d-1993_f2--s	D/1993 F2-S (Shoemaker-Levy 9)		Comet	
coma.d-1993_f2--t	D/1993 F2-T (Shoemaker-Levy 9)		Comet	
coma.d-1993_f2--u	D/1993 F2-U (Shoemaker-Levy 9)		Comet	
coma.d-1993_f2--v	D/1993 F2-V (Shoemaker-Levy 9)		Comet	
coma.d-1993_f2--w	D/1993 F2-W (Shoemaker-Levy 9)		Comet	
coma.d-1993_f2--p2	D/1993 F2-P2 (Shoemaker-Levy 9)		Comet	
coma.d-1993_f2--q2	D/1993 F2-Q2 (Shoemaker-Levy 9)		Comet	
